usage_id,customer_id,call_minutes,data_used_MB,text_messages,usage_date
55,55,524,5744.6,220,2024-06-07
56,56,293,3243.51,25,2025-01-03
57,57,453,7197.93,431,2025-01-30
58,58,559,6293.04,157,2024-11-12
59,59,540,1591.35,30,2024-04-06
60,60,579,1886.79,294,2024-07-02
61,61,95,4858.02,183,2024-07-26
62,62,446,5334.54,432,2024-06-07
63,63,561,9431.44,64,2024-10-19
64,64,302,1228.62,253,2025-01-24
65,65,163,8066.51,227,2024-04-27
66,66,141,6028.6,420,2025-03-15
67,67,486,6705.97,340,2025-01-04
68,68,323,2830.87,422,2025-01-29
69,69,553,1085.26,346,2024-08-17
70,70,25,6340.72,310,2025-02-06
71,71,289,6152.95,284,2024-11-24
72,72,287,1936.12,384,2024-09-03
73,73,506,1738.95,6,2025-03-10
74,74,135,5656.12,397,2024-09-13
75,75,204,6072.71,398,2024-10-11
76,76,173,6968.23,204,2024-08-19
77,77,412,7821.32,73,2025-01-17
78,78,47,4313.62,341,2024-11-20
79,79,514,8859.9,267,2024-08-07
80,80,255,5991.2,459,2024-11-05
81,81,90,873.04,369,2024-09-15
82,82,347,7839.01,295,2024-08-26
83,83,538,1769.94,393,2025-01-20
84,84,368,5702.89,77,2025-01-22
85,85,150,3326.26,492,2024-03-17
86,86,500,3715.64,214,2024-12-02
87,87,391,5848.19,284,2024-06-13
88,88,18,6447.17,258,2024-12-22
89,89,421,1812.0,227,2024-05-28
90,90,535,1216.16,466,2024-09-08
91,91,233,5016.19,76,2024-07-01
92,92,502,1966.76,4,2024-04-25
93,93,428,4613.33,332,2024-10-24
94,94,378,5532.55,355,2025-02-21
95,95,269,3258.77,386,2024-05-07
96,96,578,4244.02,48,2025-01-20
97,97,125,7135.92,105,2024-04-19
98,98,168,4523.26,152,2024-10-16
99,99,149,1137.16,106,2024-06-25
100,100,25,1026.21,120,2024-03-18
101,101,48,7416.55,193,2024-03-27
102,102,28,8454.36,420,2025-03-13
103,103,278,5605.1,354,2024-09-27
104,104,426,9752.07,53,2025-01-07
105,105,460,8051.38,211,2025-02-01
106,106,383,9926.08,351,2024-08-02
107,107,448,6006.65,112,2024-05-20
108,108,216,2402.02,238,2024-06-19
109,109,142,5216.02,449,2024-09-28
110,110,225,3235.38,340,2025-01-01
111,111,474,7467.98,145,2024-09-01
112,112,313,5297.43,117,2024-10-24
113,113,574,6569.33,71,2024-11-08
114,114,471,6835.92,21,2024-05-24
115,115,287,9533.18,393,2024-07-16
116,116,357,4492.86,432,2024-08-14
117,117,446,7383.55,447,2024-08-29
118,118,206,87.83,406,2024-08-23
119,119,147,8427.42,116,2024-10-21
120,120,374,3692.18,188,2024-08-26
121,121,489,9310.13,151,2024-08-26
122,122,594,637.01,266,2024-06-28
123,123,71,914.42,406,2025-03-01
124,124,7,5791.41,239,2024-12-20
125,125,46,3993.34,125,2024-06-16
126,126,291,9337.83,189,2025-02-04
127,127,186,7732.53,303,2024-04-01
128,128,76,6209.88,100,2024-06-10
129,129,184,5365.54,220,2024-08-10
130,130,502,7394.06,261,2025-03-11
131,131,278,4375.37,454,2024-11-04
132,132,172,4224.26,277,2025-01-24
133,133,206,8016.01,247,2024-04-18
134,134,405,8235.87,440,2024-08-13
135,135,537,1526.8,26,2024-05-22
136,136,573,438.43,260,2025-01-13
137,137,344,8301.97,139,2024-06-07
138,138,86,6165.56,369,2024-09-08
139,139,419,5152.6,275,2024-04-01
140,140,301,8690.94,375,2024-11-21
141,141,436,7938.08,296,2024-12-19
142,142,28,7894.74,4,2024-10-23
143,143,16,5057.91,100,2024-04-11
144,144,354,6889.88,417,2024-07-13
145,145,517,6792.19,151,2024-10-31
146,146,208,4317.01,404,2025-03-03
147,147,84,5598.15,141,2024-11-07
148,148,79,8713.82,346,2024-03-25
149,149,576,6219.82,128,2025-01-08
150,150,45,8048.1,363,2024-09-21
151,151,319,1402.65,334,2024-07-06
152,152,291,3599.08,387,2024-12-30
153,153,539,4378.53,114,2025-03-08
154,154,182,7504.68,352,2024-04-01
155,155,482,7.68,76,2024-06-02
156,156,345,4662.02,407,2024-08-26
157,157,251,3884.24,117,2024-08-17
158,158,393,9149.38,455,2024-06-19
159,159,33,927.82,54,2024-08-19
160,160,292,9098.63,172,2024-11-30
161,161,390,8602.4,317,2025-01-07
162,162,414,1475.21,237,2024-10-14
163,163,585,5458.41,183,2024-05-02
164,164,587,4723.97,78,2024-05-12
165,165,259,5336.15,142,2024-07-22
166,166,332,5729.51,244,2024-07-30
167,167,166,7533.51,295,2025-03-05
168,168,331,7586.72,33,2024-03-18
169,169,347,8247.92,429,2024-04-28
170,170,315,3624.1,315,2024-03-29
171,171,80,9533.5,251,2025-01-21
172,172,91,1438.33,268,2024-09-14
173,173,187,3584.68,374,2024-04-03
174,174,377,562.34,65,2024-07-28
175,175,56,115.64,480,2025-03-05
176,176,455,1664.67,264,2025-01-30
177,177,44,8428.59,114,2025-02-10
178,178,365,2831.68,135,2024-08-24
179,179,518,8800.8,50,2024-07-07
180,180,110,6111.36,16,2024-07-08
181,181,78,1725.54,464,2024-05-21
182,182,12,6196.7,282,2024-05-11
183,183,193,5203.57,70,2024-05-05
184,184,186,8976.16,352,2024-09-22
185,185,146,2177.49,284,2025-01-07
186,186,325,6002.79,76,2024-05-13
187,187,547,2395.56,458,2024-06-19
188,188,274,4429.02,171,2024-06-14
189,189,75,4615.83,323,2024-07-10
190,190,418,2828.81,301,2024-11-07
191,191,254,3142.3,104,2025-03-06
192,192,285,8442.14,347,2025-03-04
193,193,533,2738.65,156,2024-08-22
194,194,254,4591.9,91,2024-09-01
195,195,87,3121.22,144,2025-02-19
196,196,364,1757.75,288,2024-12-05
197,197,226,4100.12,402,2025-02-07
198,198,489,3093.7,453,2025-02-22
199,199,307,2600.36,357,2025-02-06
200,200,108,8314.79,109,2024-12-10
201,201,453,4776.83,240,2024-10-03
202,202,549,6437.99,315,2024-08-18
203,203,130,2696.98,323,2024-09-18
204,204,233,8499.52,329,2024-12-27
205,205,584,5106.49,150,2024-09-28
206,206,268,7097.42,352,2024-05-02
207,207,279,3630.64,279,2024-04-27
208,208,477,5915.76,450,2024-06-30
209,209,239,550.31,493,2024-10-14
210,210,32,3953.71,126,2024-06-06
211,211,350,8007.6,58,2024-09-15
212,212,327,7954.35,495,2024-05-06
213,213,179,4273.96,212,2024-09-14
214,214,562,4450.89,465,2024-07-22
215,215,398,5362.56,125,2024-05-20
216,216,566,3585.42,161,2024-10-05
217,217,425,4806.55,125,2024-10-26
218,218,496,2687.94,179,2024-09-03
219,219,481,6322.94,69,2024-07-24
220,220,411,4576.13,63,2024-09-10
221,221,40,9931.5,177,2025-02-19
222,222,427,8177.1,37,2024-06-12
223,223,128,5063.35,232,2024-05-15
224,224,92,1617.78,454,2024-07-02
225,225,299,9991.27,100,2024-11-07
226,226,95,6963.22,241,2024-04-10
227,227,33,4672.58,24,2024-09-08
228,228,252,3250.13,22,2024-08-31
229,229,356,9181.52,43,2024-10-24
230,230,293,8955.01,41,2024-05-15
231,231,474,7659.69,406,2025-03-04
232,232,56,3213.58,234,2024-03-31
233,233,261,6128.76,355,2025-02-27
234,234,157,2763.19,230,2024-11-05
235,235,370,8795.55,88,2025-01-29
236,236,50,9255.06,350,2024-08-01
237,237,543,5102.48,63,2025-02-04
238,238,111,9232.72,22,2024-09-27
239,239,302,3947.39,283,2024-09-25
240,240,146,4733.02,202,2024-04-26
241,241,252,4992.25,292,2025-01-03
242,242,600,194.37,402,2024-04-19
243,243,475,1601.03,401,2024-11-28
244,244,6,5111.77,240,2025-01-23
245,245,83,3071.58,29,2025-02-08
246,246,136,7417.12,328,2025-03-10
247,247,219,3369.23,274,2025-02-20
248,248,585,9418.91,351,2025-02-28
249,249,73,856.17,343,2025-02-22
250,250,524,9026.91,195,2024-11-19
251,251,340,6842.62,117,2025-02-08
252,252,58,4765.82,364,2024-09-03
253,253,334,9005.82,483,2024-10-20
254,254,505,7488.14,249,2024-09-18
255,255,540,6039.21,414,2024-12-29
256,256,200,5301.8,115,2025-02-17
257,257,94,5241.84,379,2024-08-18
258,258,525,2970.46,30,2024-05-04
259,259,104,6337.57,448,2024-03-21
260,260,153,9083.96,326,2024-11-25
261,261,260,1917.81,156,2024-06-23
262,262,97,5380.83,194,2024-10-19
263,263,210,9490.53,35,2024-10-19
264,264,166,2827.92,99,2024-08-04
265,265,88,7615.37,355,2024-11-22
266,266,436,7399.52,313,2024-10-18
267,267,71,1075.32,347,2024-05-29
268,268,600,3238.38,119,2024-05-01
269,269,449,4812.93,188,2024-08-13
270,270,337,2078.73,314,2024-05-06
271,271,549,6608.02,107,2024-11-27
272,272,77,4850.26,200,2024-06-22
273,273,460,1507.46,15,2024-06-23
274,274,523,7759.61,74,2024-11-04
275,275,439,1332.74,240,2024-11-24
276,276,353,6198.91,292,2025-01-10
277,277,545,6710.63,180,2025-01-25
278,278,554,9459.69,356,2025-03-11
279,279,425,4777.23,38,2024-10-29
280,280,503,4132.95,400,2024-10-25
281,281,307,8176.94,184,2025-01-25
282,282,241,3372.8,342,2024-04-16
283,283,215,8287.51,26,2025-02-26
284,284,139,2091.63,77,2024-08-27
285,285,234,145.36,148,2024-08-10
286,286,554,8007.11,87,2024-06-15
287,287,471,1764.95,254,2024-05-20
288,288,87,6072.1,251,2024-05-09
289,289,37,9701.39,351,2025-03-14
290,290,419,9731.73,128,2025-02-15
291,291,313,1357.09,395,2024-07-04
292,292,171,2332.24,303,2024-09-25
293,293,277,7603.33,7,2024-11-18
294,294,236,2445.7,153,2024-11-08
295,295,341,3069.42,306,2024-10-01
296,296,593,5645.41,141,2025-03-09
297,297,277,8003.04,152,2024-10-30
298,298,145,2359.12,196,2024-07-12
299,299,418,9134.64,284,2024-04-19
300,300,118,302.66,291,2025-02-25
301,301,15,7320.53,235,2024-07-19
302,302,156,9209.55,189,2025-03-05
303,303,580,2184.16,475,2024-10-31
304,304,580,6342.03,350,2024-04-11
305,305,150,7488.7,495,2025-01-16
306,306,132,1187.31,209,2025-02-27
307,307,543,4627.46,320,2025-02-14
308,308,112,9965.55,185,2024-06-09
309,309,360,7166.7,414,2024-06-24
310,310,292,2885.85,178,2024-10-15
311,311,47,877.35,155,2025-02-03
312,312,261,3673.26,435,2024-03-26
313,313,557,3022.26,399,2024-04-15
314,314,378,4849.0,225,2024-07-05
315,315,52,8540.32,87,2024-10-19
316,316,382,5017.79,233,2024-08-03
317,317,3,5213.42,449,2024-03-23
318,318,245,9447.18,460,2024-04-18
319,319,590,4387.91,48,2024-12-15
320,320,524,939.44,134,2024-04-26
321,321,460,930.22,55,2024-10-08
322,322,62,9613.3,346,2025-03-06
323,323,351,2596.4,424,2024-12-02
324,324,145,3971.81,45,2024-05-13
325,325,63,1766.31,50,2024-06-24
326,326,36,4989.85,415,2025-02-10
327,327,193,1338.94,252,2024-12-14
328,328,113,5019.08,360,2025-02-06
329,329,20,1787.81,39,2024-06-25
330,330,157,6481.07,334,2024-12-01
331,331,519,2156.47,393,2024-12-04
332,332,36,5351.66,468,2025-01-22
333,333,591,9712.43,119,2024-06-22
334,334,348,1361.11,231,2024-10-25
335,335,118,9415.94,57,2024-07-20
336,336,551,6185.95,386,2024-11-26
337,337,56,8877.76,274,2024-11-21
338,338,112,8800.53,262,2025-02-11
339,339,327,6978.47,114,2025-02-19
340,340,496,2019.92,204,2024-04-05
341,341,441,5621.32,340,2024-12-14
342,342,461,7737.44,476,2024-10-17
343,343,95,9751.36,436,2024-12-14
344,344,5,9367.72,320,2024-04-23
345,345,520,1263.79,370,2024-08-17
346,346,269,7569.69,312,2024-10-03
347,347,206,6619.25,41,2025-01-04
348,348,451,4699.65,94,2025-03-15
349,349,136,1520.75,205,2024-05-07
350,350,75,3740.59,222,2024-05-13
351,351,4,913.32,386,2024-11-06
352,352,374,1600.59,210,2024-09-13
353,353,566,9421.31,230,2024-11-18
354,354,80,5438.44,184,2025-02-15
355,355,365,4772.99,390,2025-03-04
356,356,388,4032.62,209,2025-03-10
357,357,494,7041.95,469,2025-01-07
358,358,248,9317.24,458,2024-08-15
359,359,572,3063.85,201,2024-10-26
360,360,381,5545.18,25,2025-01-23
361,361,589,8507.5,112,2024-11-08
362,362,473,551.8,369,2024-09-20
363,363,153,3146.95,67,2024-10-29
364,364,473,1994.13,263,2024-07-06
365,365,259,1557.92,452,2024-07-03
366,366,233,511.2,112,2024-06-26
367,367,498,9548.55,84,2024-06-16
368,368,351,9516.95,171,2025-02-01
369,369,423,9242.06,361,2024-10-08
370,370,414,5306.13,22,2024-11-24
371,371,423,3029.04,56,2024-05-19
372,372,301,531.72,155,2024-07-11
373,373,241,2733.74,342,2024-07-16
374,374,249,5371.46,279,2024-05-21
375,375,349,5660.09,193,2024-12-06
376,376,408,6482.61,192,2024-08-21
377,377,512,892.83,196,2024-10-30
378,378,464,1787.71,92,2024-10-21
379,379,568,5453.92,203,2025-01-16
380,380,226,8747.45,276,2024-10-11
381,381,241,4027.81,402,2024-09-16
382,382,237,4519.65,488,2024-10-07
383,383,320,9811.29,81,2024-11-24
384,384,461,7687.75,136,2025-01-08
385,385,493,6414.51,484,2024-05-10
386,386,161,8148.5,381,2024-05-26
387,387,398,4895.6,227,2025-02-22
388,388,74,240.51,203,2024-12-18
389,389,228,8869.05,423,2024-03-30
390,390,357,9293.08,126,2024-06-19
391,391,117,2896.21,33,2024-08-16
392,392,393,3848.78,446,2024-08-31
393,393,96,4688.87,421,2024-12-23
394,394,340,8572.55,408,2024-11-23
395,395,502,4918.42,477,2025-02-05
396,396,515,6271.9,137,2025-02-19
397,397,513,6667.12,406,2025-01-23
398,398,185,7722.79,99,2024-07-13
399,399,347,9567.83,441,2024-11-22
400,400,23,8997.49,370,2025-03-15
401,401,334,9431.23,105,2025-01-28
402,402,124,9987.08,278,2024-12-13
403,403,171,7947.84,210,2024-07-08
404,404,362,9255.39,156,2024-08-23
405,405,93,2925.27,371,2025-01-29
406,406,400,7807.77,179,2024-04-23
407,407,440,6028.47,138,2024-12-06
408,408,347,2755.16,236,2024-05-05
409,409,96,7381.25,489,2025-01-24
410,410,99,1118.86,495,2024-12-11
411,411,547,457.73,208,2025-01-07
412,412,300,3693.76,398,2024-05-17
413,413,481,8767.95,311,2024-11-28
414,414,349,6049.46,190,2024-05-27
415,415,155,2845.4,191,2024-10-11
416,416,453,2700.16,28,2024-04-29
417,417,494,6060.59,469,2024-06-09
418,418,141,8383.7,39,2025-02-10
419,419,53,2591.6,67,2024-08-21
420,420,548,93.27,352,2024-06-05
421,421,249,6148.58,467,2024-11-21
422,422,206,9810.96,389,2024-12-18
423,423,345,8210.75,68,2024-09-28
424,424,261,6808.21,57,2024-12-02
425,425,472,7599.5,431,2024-06-19
426,426,21,7541.41,489,2024-12-01
427,427,298,3865.78,317,2024-04-10
428,428,169,4235.51,279,2024-09-22
429,429,142,2956.46,356,2025-01-03
430,430,585,3365.18,381,2024-06-10
431,431,158,7483.93,413,2024-05-09
432,432,29,3821.68,414,2024-09-21
433,433,8,6851.2,107,2024-05-30
434,434,352,9866.06,308,2024-03-26
435,435,495,7677.52,107,2024-03-19
436,436,473,7939.14,209,2025-01-04
437,437,225,5706.89,258,2024-03-16
438,438,493,7069.31,450,2024-04-07
439,439,172,5225.8,78,2024-09-20
440,440,418,8792.51,328,2024-08-04
441,441,314,2731.92,404,2024-04-23
442,442,296,1559.7,101,2025-03-11
443,443,295,942.51,51,2025-02-04
444,444,320,8778.87,243,2024-11-08
445,445,13,2636.96,387,2024-10-17
446,446,394,494.8,191,2024-06-04
447,447,59,2995.91,497,2025-02-17
448,448,355,6850.61,493,2024-10-13
449,449,413,9136.45,295,2024-06-19
450,450,193,8913.73,464,2024-03-20
451,451,399,9787.67,55,2024-07-14
452,452,593,7705.75,259,2024-12-08
453,453,175,4969.68,10,2024-07-15
454,454,3,786.49,313,2024-06-27
455,455,265,4998.21,462,2024-07-08
456,456,138,6529.73,166,2024-08-23
457,457,48,8570.19,421,2025-01-31
458,458,186,42.72,486,2024-07-31
459,459,303,295.05,124,2025-02-15
460,460,123,3355.08,319,2024-08-02
461,461,61,7260.7,348,2025-02-19
462,462,238,6410.15,9,2024-07-02
463,463,408,111.32,2,2024-08-18
464,464,165,6403.86,492,2024-11-05
465,465,432,6476.67,323,2024-07-11
466,466,144,3826.92,278,2024-11-15
467,467,479,5308.78,276,2024-09-12
468,468,38,1236.38,210,2024-08-16
469,469,226,8934.74,48,2024-12-09
470,470,78,7288.74,454,2024-11-30
471,471,183,2580.73,331,2024-12-13
472,472,550,3992.28,472,2024-07-29
473,473,375,5947.67,255,2024-05-08
474,474,548,3604.35,327,2025-01-17
475,475,404,8240.52,291,2024-10-25
476,476,287,1655.83,3,2024-07-15
477,477,455,5297.86,93,2024-06-16
478,478,403,8792.3,266,2025-01-07
479,479,139,5295.11,451,2024-08-18
480,480,200,1731.64,464,2025-02-27
481,481,165,9251.72,99,2024-09-28
482,482,289,5005.67,446,2024-05-02
483,483,233,9353.48,289,2024-06-08
484,484,457,6643.52,185,2024-11-25
485,485,583,3517.04,447,2024-06-29
486,486,566,5544.94,241,2024-11-27
487,487,479,1051.01,422,2024-07-02
488,488,163,9123.95,185,2024-08-12
489,489,246,1920.82,287,2024-09-22
490,490,22,9673.36,33,2025-01-06
491,491,365,3737.35,58,2024-07-21
492,492,186,4193.8,169,2024-08-24
493,493,452,7142.27,133,2025-01-19
494,494,123,2454.83,373,2024-06-12
495,495,550,9666.91,143,2025-02-03
496,496,279,2068.86,214,2024-09-24
497,497,267,5882.46,269,2024-09-26
498,498,278,7763.69,41,2024-07-28
499,499,155,5118.29,223,2024-11-14
500,500,187,4577.13,419,2024-10-19
501,501,429,6541.49,86,2024-06-04
502,502,421,5061.89,198,2024-07-28
503,503,267,7244.65,86,2025-03-09
504,504,453,9541.37,132,2024-11-19
505,505,571,8298.59,362,2025-02-10
506,506,328,6766.99,355,2024-07-16
507,507,181,922.63,381,2024-09-07
508,508,316,1069.49,320,2024-05-02
509,509,63,8436.14,236,2025-03-14
510,510,289,222.37,102,2024-04-14
511,511,439,6259.1,343,2024-07-09
512,512,478,9218.75,403,2025-01-19
513,513,15,9836.53,135,2025-01-10
514,514,258,2635.17,121,2025-02-25
515,515,175,3114.01,403,2025-01-10
516,516,545,1748.45,450,2024-03-30
517,517,352,5307.73,79,2024-09-03
518,518,382,7287.71,409,2024-09-10
519,519,550,2747.63,145,2024-04-04
520,520,242,927.91,28,2024-06-13
521,521,347,8506.64,106,2024-06-20
522,522,192,7187.89,290,2024-07-19
523,523,590,6918.96,315,2025-01-25
524,524,247,3201.47,39,2024-03-18
525,525,569,6405.64,220,2024-09-17
526,526,519,1830.16,468,2024-10-25
527,527,165,4577.27,163,2025-01-30
528,528,493,4529.0,44,2024-08-25
529,529,227,4988.56,461,2025-01-10
530,530,402,4064.03,176,2024-06-22
531,531,421,597.47,441,2024-07-02
532,532,522,24.32,63,2024-11-23
533,533,324,9304.31,293,2024-05-06
534,534,277,5846.67,6,2025-03-14
535,535,560,5595.18,469,2024-03-31
536,536,59,498.3,113,2024-07-27
537,537,213,3285.75,4,2024-12-22
538,538,525,1731.89,411,2025-03-12
539,539,514,4473.81,220,2024-05-02
540,540,57,4763.64,400,2024-10-08
541,541,541,4522.6,178,2024-11-13
542,542,124,2406.63,220,2024-05-17
543,543,113,7126.21,328,2024-07-03
544,544,364,3323.73,291,2024-09-06
545,545,340,5853.78,468,2025-02-28
546,546,281,1231.49,355,2024-09-30
547,547,570,6069.56,138,2024-08-04
548,548,20,7040.91,469,2025-01-14
549,549,240,1799.66,220,2024-09-03
550,550,152,4661.86,8,2024-10-19
551,551,400,3395.52,262,2024-09-21
552,552,167,3303.2,146,2024-08-24
553,553,549,4227.94,101,2024-10-07
554,554,373,340.56,324,2024-10-21
555,555,140,8012.76,280,2024-12-11
556,556,292,8875.6,500,2024-04-01
557,557,136,6848.02,496,2024-03-24
558,558,258,4595.98,275,2025-03-08
559,559,431,6878.15,471,2024-12-08
560,560,406,1700.81,65,2025-01-16
561,561,368,6346.4,279,2024-07-07
562,562,266,2468.34,87,2024-10-19
563,563,502,336.46,113,2025-02-06
564,564,562,1411.12,298,2024-08-05
565,565,173,9484.73,361,2024-08-02
566,566,447,5896.59,200,2025-02-03
567,567,383,1582.52,472,2024-07-04
568,568,280,5027.46,228,2024-04-14
569,569,517,86.83,313,2025-02-23
570,570,52,8183.01,289,2024-05-24
571,571,233,8900.84,21,2024-03-26
572,572,462,7468.46,289,2024-05-26
573,573,529,4266.94,131,2024-06-25
574,574,582,2838.97,363,2024-04-24
575,575,291,5227.56,225,2024-12-04
576,576,516,9394.99,433,2024-07-04
577,577,140,5342.63,306,2024-12-04
578,578,351,9998.23,114,2024-04-18
579,579,116,9309.99,186,2024-12-25
580,580,427,9183.27,272,2024-07-06
581,581,242,5099.36,62,2024-03-27
582,582,387,4607.33,252,2025-01-02
583,583,338,7149.8,348,2025-01-10
584,584,269,179.22,333,2025-03-01
585,585,147,6482.94,93,2024-10-25
586,586,233,9373.79,255,2024-06-17
587,587,495,5928.53,150,2024-11-21
588,588,501,1854.4,84,2025-03-16
589,589,419,5892.88,145,2024-11-18
590,590,310,809.51,13,2024-08-05
591,591,110,5921.24,152,2024-03-22
592,592,284,9017.04,402,2025-03-01
593,593,582,4847.49,469,2024-07-03
594,594,576,2444.9,39,2024-10-31
595,595,445,6781.61,80,2024-06-13
596,596,162,1189.18,213,2025-01-02
597,597,54,6319.64,86,2025-03-05
598,598,118,6588.9,451,2025-01-13
599,599,367,7195.82,431,2025-02-22
600,600,364,162.29,334,2024-10-31
601,601,23,5372.45,191,2024-11-26
602,602,552,6287.88,382,2025-02-11
603,603,220,3620.21,82,2025-01-25
604,604,384,7318.58,251,2024-07-06
605,605,476,5897.5,221,2024-09-19
606,606,447,4814.12,403,2025-01-23
607,607,519,6736.08,327,2024-12-28
608,608,58,8728.59,358,2025-01-13
609,609,173,9555.69,434,2024-11-09
610,610,100,6753.11,263,2024-07-24
611,611,344,2465.22,286,2024-11-04
612,612,12,8518.91,371,2024-04-22
613,613,358,931.08,405,2025-01-24
614,614,384,3545.11,427,2024-12-02
615,615,390,4897.75,479,2024-04-30
616,616,532,2932.3,345,2024-07-18
617,617,124,2899.19,293,2024-11-12
618,618,353,8234.26,409,2024-05-24
619,619,295,3994.51,233,2024-05-15
620,620,506,11.61,349,2025-01-15
621,621,450,3931.49,148,2024-05-12
622,622,358,8734.36,234,2024-04-04
623,623,72,4839.27,111,2024-07-27
624,624,323,8123.88,313,2024-11-19
625,625,255,5738.17,364,2024-10-09
626,626,511,6701.22,272,2024-11-21
627,627,287,682.73,325,2024-08-04
628,628,323,794.56,30,2025-02-13
629,629,487,34.06,78,2025-01-08
630,630,92,258.96,64,2024-07-22
631,631,206,7341.9,431,2024-03-23
632,632,591,8213.64,105,2024-09-12
633,633,321,3520.08,187,2025-01-25
634,634,208,703.86,56,2025-02-09
635,635,566,6909.38,411,2024-09-11
636,636,462,778.97,475,2024-09-18
637,637,245,563.22,343,2024-12-28
638,638,153,3283.62,298,2024-06-15
639,639,273,2260.74,170,2024-08-24
640,640,74,3760.11,361,2024-10-06
641,641,241,1432.6,278,2024-08-24
642,642,18,9094.99,483,2025-02-15
643,643,553,9358.78,42,2024-03-28
644,644,585,9470.17,458,2025-02-22
645,645,39,2508.3,233,2025-01-03
646,646,518,8406.59,434,2025-01-11
647,647,323,600.12,127,2024-10-10
648,648,338,925.43,495,2025-01-19
649,649,111,540.74,214,2024-06-20
650,650,540,9479.67,388,2025-02-05
651,651,484,7178.83,88,2025-02-23
652,652,404,3316.88,198,2024-04-04
653,653,575,9853.06,111,2024-05-28
654,654,213,7348.89,458,2024-07-23
655,655,346,8225.7,62,2024-09-04
656,656,505,8978.32,69,2024-06-18
657,657,211,9409.35,239,2024-06-02
658,658,219,345.53,483,2024-10-07
659,659,297,3066.14,377,2025-01-30
660,660,550,9492.42,126,2024-12-14
661,661,478,1231.93,466,2024-11-16
662,662,592,9470.62,265,2024-11-27
663,663,500,7098.42,179,2024-08-17
664,664,567,9199.74,378,2024-04-02
665,665,2,96.79,50,2025-01-23
666,666,597,6721.8,269,2024-12-26
667,667,330,5727.09,60,2024-06-05
668,668,301,8053.0,77,2024-05-22
669,669,443,5012.8,254,2025-03-09
670,670,568,2309.94,187,2024-08-04
671,671,516,977.92,428,2024-12-15
672,672,17,7967.66,23,2024-05-27
673,673,80,4599.4,305,2024-07-23
674,674,265,9160.83,26,2024-12-20
675,675,179,751.74,411,2025-02-17
676,676,344,4868.94,478,2024-09-19
677,677,228,7947.05,304,2024-05-24
678,678,539,7145.64,418,2024-06-12
679,679,394,7184.76,35,2024-03-19
680,680,186,8731.37,283,2024-06-05
681,681,561,683.38,232,2025-01-24
682,682,589,9233.85,256,2025-02-11
683,683,451,8217.29,302,2024-06-08
684,684,287,5918.64,42,2024-11-16
685,685,368,8221.56,429,2024-07-19
686,686,423,5300.55,456,2024-12-19
687,687,556,8219.25,184,2025-01-22
688,688,172,6654.9,311,2024-05-25
689,689,507,5426.77,463,2024-04-29
690,690,456,6330.44,271,2025-02-06
691,691,530,8422.52,477,2024-10-23
692,692,295,4980.34,240,2024-05-30
693,693,553,5070.77,365,2025-03-03
694,694,48,359.43,444,2024-06-23
695,695,153,8632.01,304,2025-02-27
696,696,284,3090.0,325,2025-03-07
697,697,167,9368.56,330,2024-03-21
698,698,312,6508.28,155,2024-10-26
699,699,400,4216.97,446,2024-07-14
700,700,597,397.17,53,2024-04-02
